icao_code,iata_code,name,city,country_code
KBNL,BNL,Barnwell Regional Airport,Barnwell,US
KBNO,BNO,Burns Municipal Airport,Burns,US
KBNW,BNW,Boone Municipal Airport,Boone,US
KBOI,BOI,Boise Air Terminal/Gowen Field,Boise,US
KBOK,BOK,Brookings Airport,Brookings,US
KBOS,BOS,Boston Logan International Airport,Boston,US
KBOW,BOW,Bartow Executive Airport,Bartow,US
KBPG,HCA,Big Spring Mc Mahon-Wrinkle Airport,Big Spring,US
KBPI,BPI,Miley Memorial Field,Big Piney,US
KBPK,WMH,Ozark Regional Airport,Mountain Home,US
KBPT,BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US
KBQK,BQK,Brunswick Golden Isles Airport,Brunswick,US
KBRD,BRD,Brainerd Lakes Regional Airport,Brainerd,US
KBRL,BRL,Southeast Iowa Regional Airport,Burlington,US
KBRO,BRO,Brownsville South Padre Island International Airport,Brownsville,US
KBRY,BRY,Samuels Field,Bardstown,US
KBTF,BTF,Skypark Airport,Bountiful,US
KBTL,BTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,US
KBTM,BTM,Bert Mooney Airport,Butte,US
KBTN,TTO,Britton Municipal Airport,Britton,US
KBTP,BTP,Pittsburgh/Butler Regional Airport,Butler,US
KBTR,BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US
KBTV,BTV,Patrick Leahy Burlington International Airport,Burlington,US
KBTY,BTY,Beatty Airport,Beatty,US
KBUB,BUB,Cram Field,Burwell,US
KBUF,BUF,Buffalo Niagara International Airport,Buffalo,US
KBUM,BUM,Butler Memorial Airport,Butler,US
KBUR,BUR,Hollywood Burbank/Bob Hope Airport,Burbank,US
KBVI,BFP,Beaver County Airport,Beaver Falls,US
KBVO,BVO,Bartlesville Municipal Airport,Bartlesville,US
KBVS,MVW,Skagit Regional Airport,Burlington,US
KBVX,BVX,Batesville Regional Airport,Batesville,US
KBVY,BVY,Beverly Regional Airport,Beverly / Danvers,US
KBWC,BWC,Brawley Municipal Airport,Brawley,US
KBWD,BWD,Brownwood Regional Airport,Brownwood,US
KBWG,BWG,Bowling Green Warren County Regional Airport,Bowling Green,US
KBWI,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US
KBWP,WAH,Harry Stern Airport,Wahpeton,US
KBXA,BXA,George R Carr Memorial Air Field,Bogalusa,US
KBXK,BXK,Buckeye Municipal Airport,Buckeye,US
KBXM,NHZ,Brunswick Executive Airport,Brunswick,US
KBYG,BYG,Johnson County Airport,Buffalo,US
KBYH,BYH,Arkansas International Airport,Blytheville,US
KBYI,BYI,Burley Municipal Airport,Burley,US
KBYS,BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,US
KBYY,BBC,Bay City Regional Airport,Bay City,US
KBZN,BZN,Bozeman Yellowstone International Airport,Bozeman,US
KCAD,CAD,Wexford County Airport,Cadillac,US
KCAE,CAE,Columbia Metropolitan Airport,Columbia,US
KCAG,CIG,Craig Moffat Airport,Craig,US
KCAK,CAK,Akron Canton Regional Airport,Akron,US
KCAO,CAO,Clayton Municipal Airpark,Clayton,US
KCAR,CAR,Caribou Municipal Airport,Caribou,US
KCBE,CBE,Greater Cumberland Regional Airport,Wiley Ford,US
KCBF,CBF,Council Bluffs Municipal Airport,Council Bluffs,US
KCBK,CBK,Shalz Field,Colby,US
KCBM,CBM,Columbus Air Force Base,Columbus,US
KCCB,CCB,Upland-Cable Airport,Upland,US
KCCR,CCR,Buchanan Field,Concord,US
KCCY,CCY,Northeast Iowa Regional Airport,Charles City,US
KCDA,LLX,Caledonia County Airport,Lyndonville,US
KCDC,CDC,Cedar City Regional Airport,Cedar City,US
KCDH,CDH,Harrell Field,Camden,US
KCDK,CDK,George T Lewis Airport,Cedar Key,US
KCDN,CDN,Woodward Field,Camden,US
KCDR,CDR,Chadron Municipal Airport,Chadron,US
KCDS,CDS,Childress Municipal Airport,Childress,US
KCDW,CDW,Essex County Airport,Caldwell,US
KCEA,CEA,Cessna Aircraft Field,Wichita,US
KCEC,CEC,Jack Mc Namara Field Airport,Crescent City,US
KCEU,CEU,Oconee County Regional Airport,Clemson,US
KCEV,CEV,Mettel Field,Connersville,US
KCEW,CEW,Bob Sikes Airport,Crestview,US
KCEY,CEY,Murray-Calloway County Airport Kyle-Oakley Field,Murray,US
KCEZ,CEZ,Cortez Municipal Airport,Cortez,US
KCFD,CFD,Coulter Field,Bryan,US
KCFS,TZC,Tuscola Area Airport,Caro,US
KCFT,CFT,Greenlee County Airport,Clifton,US
KCFV,CFV,Coffeyville Municipal Airport,Coffeyville,US
KCGE,CGE,Cambridge Dorchester Airport,Cambridge,US
KCGF,CGF,Cuyahoga County Airport,Cleveland,US
KCGI,CGI,Cape Girardeau Regional Airport,Cape Girardeau,US
KCGS,CGS,College Park Airport,College Park,US
KCGZ,CGZ,Casa Grande Municipal Airport,Casa Grande,US
KCHA,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US
KCHK,CHK,Chickasha Municipal Airport,Chickasha,US
KCHO,CHO,Charlottesville Albemarle Airport,Charlottesville,US
KCHS,CHS,Charleston International Airport,Charleston,US
KCIC,CIC,Chico Regional Airport,Chico,US
KCID,CID,The Eastern Iowa Airport,Cedar Rapids,US
KCIN,CIN,Arthur N Neu Airport,Carroll,US
KCIR,CIR,Cairo Regional Airport,Cairo,US
KCIU,CIU,Chippewa County International Airport,Kincheloe,US
KCKA,CKA,Kegelman AF Aux Field,Cherokee,US
KCKB,CKB,North Central West Virginia Airport,Bridgeport,US
KCKC,GRM,Grand Marais Cook County Airport,Grand Marais,US
KCKM,CKM,Fletcher Field,Clarksdale,US
KCKN,CKN,Crookston Municipal Kirkwood Field,Crookston,US
KCKV,CKV,Clarksville–Montgomery County Regional Airport,Clarksville,US
KCLE,CLE,Cleveland Hopkins International Airport,Cleveland,US
KCLI,CLI,Clintonville Municipal Airport,Clintonville,US
KCLK,CLK,Clinton Regional Airport,Clinton,US
KCLL,CLL,Easterwood Field,College Station,US
KCLM,CLM,William R Fairchild International Airport,Port Angeles,US
KCLR,CLR,Cliff Hatfield Memorial Airport,Calipatria,US
KCLS,CLS,Chehalis Centralia Airport,Chehalis,US
KCLT,CLT,Charlotte Douglas International Airport,Charlotte,US
KCLW,CLW,Clearwater Air Park,Clearwater,US
KCMH,CMH,John Glenn Columbus International Airport,Columbus,US
KCMI,CMI,University of Illinois Willard Airport,Savoy,US
KCMX,CMX,Houghton County Memorial Airport,Hancock,US
KCMY,CMY,Sparta Fort McCoy Airport,Sparta,US
KCNH,CNH,Claremont Municipal Airport,Claremont,US
KCNK,CNK,Blosser Municipal Airport,Concordia,US
KCNM,CNM,Cavern City Air Terminal,Carlsbad,US
KCNO,CNO,Chino Airport,Chino,US
KCNU,CNU,Chanute Martin Johnson Airport,Chanute,US
KCNW,CNW,TSTC Waco Airport,Waco,US
KCNY,CNY,Canyonlands Regional Airport,Moab,US
KCOD,COD,Yellowstone Regional Airport,Cody,US
KCOE,COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US
KCOF,COF,Patrick Space Force Base,Cocoa Beach,US
KCOI,COI,Merritt Island Airport,Merritt Island,US
KCOM,COM,Coleman Municipal Airport,Coleman,US
KCON,CON,Concord Municipal Airport,Concord,US
KCOS,COS,City of Colorado Springs Municipal Airport,Colorado Springs,US
KCOT,COT,Cotulla-La Salle County Airport,Cotulla,US
KCOU,COU,Columbia Regional Airport,Columbia,US
KCPM,CPM,Compton Woodley Airport,Compton,US
KCPR,CPR,Casper-Natrona County International Airport,Casper,US
KCPS,CPS,St Louis Downtown Airport,Cahokia/St Louis,US
KCQW,HCW,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,US
KCRE,CRE,Grand Strand Airport,North Myrtle Beach,US
KCRG,CRG,Jacksonville Executive at Craig Airport,Jacksonville,US
KCRP,CRP,Corpus Christi International Airport,Corpus Christi,US
KCRQ,CLD,McClellan-Palomar Airport,Carlsbad,US
KCRS,CRS,C David Campbell Field Corsicana Municipal Airport,Corsicana,US
KCRT,CRT,Z M Jack Stell Field,Crossett,US
KCRW,CRW,Yeager Airport,Charleston,US
KCRX,CRX,Roscoe Turner Airport,Corinth,US
KCSG,CSG,Columbus Airport,Columbus,US
KCSM,CSM,Clinton Sherman Airport,Clinton,US
KCSQ,CSQ,Creston Municipal Airport,Creston,US
KCSV,CSV,Crossville Memorial Airport Whitson Field,Crossville,US
KCTB,CTB,Cut Bank International Airport,Cut Bank,US
KCTY,CTY,Cross City Airport,Cross City,US
KCTZ,CTZ,Sampson County Airport,Clinton,US
KCUB,CUB,Jim Hamilton L.B. Owens Airport,Columbia,US
KCUH,CUH,Cushing Municipal Airport,Cushing,US
KCVG,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US
KCVH,HLI,Hollister Municipal Airport,Hollister,US
KCVK,CKK,Sharp County Regional Airport,Ash Flat,US
KCVN,CVN,Clovis Municipal Airport,Clovis,US
KCVO,CVO,Corvallis Municipal Airport,Corvallis,US
KCVS,CVS,Cannon Air Force Base,Clovis,US
KCVX,,Charlevoix Municipal Airport,Charlevoix,US
KCWA,CWA,Central Wisconsin Airport,Mosinee,US
KCWC,KIP,Kickapoo Downtown Airport,Wichita Falls,US
KCWF,CWF,Chennault International Airport,Lake Charles,US
KCWI,CWI,Clinton Municipal Airport,Clinton,US
KCXL,CXL,Calexico International Airport,Calexico,US
KCXO,CXO,Conroe-North Houston Regional Airport,Houston,US
KCXP,CSN,Carson Airport,Carson City,US
KCXY,HAR,Capital City Airport,Harrisburg,US
KCYS,CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US
KCZK,CZK,Cascade Locks State Airport,Cascade Locks,US
KCZT,CZT,Dimmit County Airport,Carrizo Springs,US
KDAA,DAA,Davison Army Air Field,Fort Belvoir,US
KDAB,DAB,Daytona Beach International Airport,Daytona Beach,US
KDAG,DAG,Barstow Daggett Airport,Daggett,US
KDAL,DAL,Dallas Love Field,Dallas,US
KDAN,DAN,Danville Regional Airport,Danville,US
KDAY,DAY,James M. Cox Dayton International Airport,Dayton,US
KDBN,DBN,W H 'Bud' Barron Airport,Dublin,US
KDBQ,DBQ,Dubuque Regional Airport,Dubuque,US
KDCA,DCA,Ronald Reagan Washington National Airport,Washington,US
KDCU,DCU,Pryor Field Regional Airport,Decatur,US
KDDC,DDC,Dodge City Regional Airport,Dodge City,US
KDEC,DEC,Decatur Airport,Decatur,US
KDEH,DEH,Decorah Municipal Airport,Decorah,US
KDEN,DEN,Denver International Airport,Denver,US
KDFI,DFI,Defiance Memorial Airport,Defiance,US
KDFW,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US
KDGL,DGL,Douglas Municipal Airport,Douglas,US
KDGW,DGW,Converse County Airport,Douglas,US
KDHN,DHN,Dothan Regional Airport,Dothan,US
KDHT,DHT,Dalhart Municipal Airport,Dalhart,US
KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US
KDKK,DKK,Chautauqua County-Dunkirk Airport,Dunkirk,US
KDLC,DLL,Dillon County Airport,Dillon,US
KDLF,DLF,Laughlin Air Force Base,Del Rio,US
KDLH,DLH,Duluth International Airport,Duluth,US
KDLN,DLN,Dillon Airport,Dillon,US
KDLS,DLS,Columbia Gorge Regional Airport,Dallesport / The Dalles,US
KDMA,DMA,Davis Monthan Air Force Base,Tucson,US
KDMN,DMN,Deming Municipal Airport,Deming,US
KDMO,DMO,Sedalia Memorial Airport,Sedalia,US
KDNL,DNL,Daniel Field,Augusta,US
KDNN,DNN,Dalton Municipal Airport,Dalton,US
KDNS,DNS,Denison Municipal Airport,Denison,US
KDNV,DNV,Vermilion Regional Airport,Danville,US
KDOV,DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US
KDPA,DPA,Dupage Airport,Chicago/West Chicago,US
KDPG,DPG,Michael AAF (Dugway Proving Ground) Airport,Dugway Proving Ground,US
KDRA,DRA,Desert Rock Airport,Mercury,US
KDRI,DRI,Beauregard Regional Airport,DeRidder,US
KDRM,DRE,Drummond Island Airport,Drummond Island,US
KDRO,DRO,Durango La Plata County Airport,Durango,US
KDRT,DRT,Del Rio International Airport,Del Rio,US
KDSM,DSM,Des Moines International Airport,Des Moines,US
KDSV,DSV,Dansville Municipal Airport,Dansville,US
KDTA,DTA,Delta Municipal Airport,Delta,US
KDTL,DTL,Detroit Lakes Airport,Detroit Lakes,US
KDTN,DTN,Shreveport Downtown Airport,Shreveport,US
KDTS,DSI,Destin Executive Airport,Destin,US
KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,US
KDUA,DUA,Durant Regional Airport - Eaker Field,Durant,US
KDUC,DUC,Halliburton Field,Duncan,US
KDUG,DUG,Bisbee Douglas International Airport,Douglas Bisbee,US
KDUJ,DUJ,DuBois Regional Airport,Dubois,US
KDVL,DVL,Devils Lake Regional Airport,Devils Lake,US
KDVN,DVN,Davenport Municipal Airport,Davenport,US
KDVO,NOT,Marin County Airport - Gnoss Field,Novato,US
KDVP,NSL,Slayton Municipal Airport,Slayton,US
KDVT,DVT,Phoenix Deer Valley Airport,Phoenix,US
KDWH,DWH,David Wayne Hooks Memorial Airport,Houston,US
KDXR,DXR,Danbury Municipal Airport,Danbury,US
KDYL,DYL,Doylestown Airport,Doylestown,US
KDYS,DYS,Dyess Air Force Base,Abilene,US
HKZF,,Mfangano Airport,Mfangano Island,KE
HKRK,,Rusinga Airport,Rusinga,KE
HKOL,,Oropoi Airport,Oropoi,KE
HKSP,,Siana Airstrip,Ololaimutiek,KE
HKSO,,Ol Maisor Airport,Ol Maisor,KE
HKIK,,Orly Airpark,Olooloitikosh,KE
HKHK,,Hall Hall Airport,Hall Hall Airport,KE
HKON,,Kone Airport,Kone,KE
HKCD,,Crocodile Camp Airport,Makongeni,KE
HKFD,,Ngare Ndare Airstrip,Ngare Ndare,KE
HKAL,,Alale Airport,Alale,KE
HKAD,,Arabia Airport,Arabia,KE
HKBE,,Bomet Airport,Bomet,KE
HKBZ,,Buna Airport,Buna,KE
HKBT,,Bute Moyale Airport,Bute,KE
HKCC,,Cottars Mara Airport,Esiot,KE
HKFZ,,Funzi Island Airport,Funzi Island,KE
HKFK,,Kifuku Estate Airstrip,Pesi,KE
HKSF,,Kisima Ranch Airstrip,Sosian,KE
HKLM,,Lolomarik Airport,Timau,KE
HKOT,,Longonot Fair Airstrip,Naivasha,KE
HKEO,,Mount Elgon Orchards Airstrip,Cherubei,KE
HKOY,OSJ,Ol Seki Naboisho Airstrip,Mara Simba,KE
HKEU,,Oseur Airstrip,Oloolaimutia,KE
HKAV,,Sala Gate Airport,Voi,KE
HKOR,,Sigor Airport,Sigor,KE
HKTI,,Tinderet Teas Estate Airstrip,Tinderet,KE
HKBL,,Balesa Airport,Balesa,KE
HKUR,,Kulalu Ranch Airport,Kulalu,KE
HKTF,,Taita Hills Airport,Taita Hills,KE
HKTW,,Turkwel Gorge Airport,Nasolot,KE
HKAC,,Komofodo Galana Ranch Airport,Kone,KE
HKGE,,Ngerende Airport,Aitong,KE
HKBI,,Barina Airport,Rongai,KE
HKHZ,,Segera Ranch Airport,Segera,KE
HKLX,,Lali Galana Airport,Kisiki Cha Wangiriam,KE
HKSJ,MDR,Musiara Airstrip,Mara Rianta,KE
HKSL,,Solio Ranch Airport,Lamuria,KE
HKOJ,,Oljogi Ranch Airport,Oljogi Ranch,KE
HKOK,OLX,Mara-Olkiombo Airport,Serena,KE
HKKM,,Kakuma Airport,Kakuma,KE
HKBN,,Banisa Airport,Banisa,KE
HKHE,,Lokichar Airport,Lokichar,KE
HKRB,,Aruba Airport,Aruba,KE
HKBA,,Busia Airport,Busia,KE
HKBU,,Bungoma Airport,Bungoma,KE
HKED,,Eldoret Boma Airport,Eldoret,KE
HKLT,,Oloitoktok Airport,Oloitoktok,KE
HKMG,,Magadi Airport,Magadi,KE
HKMR,,Mackinnon Road Airport,Mackinnon Road,KE
HKMT,,Mtito Andei Airport,Mtito Andei,KE
HKSV,,Tsavo Airport,Tsavo,KE
HKCG,,Chagaik Airstrip,Chagaik,KE
HKIU,KIU,Kiunga Airport,Kiunga,KE
KEAN,EAN,Phifer Airfield,Wheatland,US
KEAR,EAR,Kearney Regional Airport,Kearney,US
KEAT,EAT,Pangborn Memorial Airport,Wenatchee,US
KEAU,EAU,Chippewa Valley Regional Airport,Eau Claire,US
KEBS,EBS,Webster City Municipal Airport,Webster City,US
KECG,ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,US
KECP,ECP,Northwest Florida Beaches International Airport,Panama City Beach,US
KECS,ECS,Mondell Field,Newcastle,US
KEDC,,Austin Executive Airport,Pflugerville,US
KEDE,EDE,Northeastern Regional Airport,Edenton,US
KEDG,,Weide (Aberdeen Proving Ground) Army Heliport,Edgewood Arsenal,US
KEDN,ETS,Enterprise Municipal Airport,Enterprise,US
KEDW,EDW,Edwards Air Force Base,Edwards,US
KEED,EED,Needles Airport,Needles,US
KEEN,EEN,Dillant Hopkins Airport,Keene,US
KEFD,EFD,Ellington Airport,Houston,US
KEFK,EFK,Northeast Kingdom International Airport,Newport,US
KEFW,EFW,Jefferson Municipal Airport,Jefferson,US
KEGE,EGE,Eagle County Regional Airport,Eagle,US
KEGI,EGI,Duke Field,Crestview,US
KEGV,EGV,Eagle River Union Airport,Eagle River,US
KEKA,EKA,Murray Field,Eureka,US
KEKM,EKI,Elkhart Municipal Airport,Elkhart,US
KEKN,EKN,Elkins-Randolph County Regional Airport,Elkins,US
KEKO,EKO,Elko Regional Airport,Elko,US
KEKX,EKX,Addington Field / Elizabethtown Regional Airport,Elizabethtown,US
KELA,ELA,Eagle Lake Airport,Eagle Lake,US
KELD,ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US
KELK,ELK,Elk City Regional Business Airport,Elk City,US
KELM,ELM,Elmira Corning Regional Airport,Elmira/Corning,US
KELN,ELN,Bowers Field,Ellensburg,US
KELO,LYU,Ely Municipal Airport,Ely,US
KELP,ELP,El Paso International Airport,El Paso,US
KELY,ELY,Ely Airport Yelland Field,Ely,US
KELZ,ELZ,Wellsville Municipal Airport - Tarantine Field,Wellsville,US
KEMM,EMM,Kemmerer Municipal Airport,Kemmerer,US
KEMP,EMP,Emporia Municipal Airport,Emporia,US
KEMT,EMT,San Gabriel Valley Airport,El Monte,US
KEND,END,Vance Air Force Base,Enid,US
KENL,ENL,Centralia Municipal Airport,Centralia,US
KENV,ENV,Wendover Airport,Wendover,US
KENW,ENW,Kenosha Regional Airport,Kenosha,US
KEOK,EOK,Keokuk Municipal Airport,Keokuk,US
KEOS,EOS,Neosho Hugh Robinson Airport,Neosho,US
KEPH,EPH,Ephrata Municipal Airport,Ephrata,US
KEQA,EDK,Captain Jack Thomas El Dorado Airport,El Dorado,US
KERI,ERI,Erie International Tom Ridge Field,Erie,US
KERR,ERR,Errol Airport,Errol,US
KERV,ERV,Kerrville / Kerr County Airport at Louis Schreiner Field,Kerrville,US
KESC,ESC,Delta County Airport,Escanaba,US
KESF,ESF,Esler Army Airfield / Esler Regional Airport,Alexandria,US
KESN,ESN,Easton Airport / Newnam Field,Easton,US
KEST,EST,Estherville Municipal Airport,Estherville,US
KESW,ESW,Easton State Airport,Easton,US
KETB,ETB,West Bend Municipal Airport,West Bend,US
KETN,ETN,Eastland Municipal Airport,Eastland,US
KEUF,EUF,Weedon Field,Eufaula,US
KEUG,EUG,Eugene Airport,Eugene,US
KEVM,EVM,Eveleth–Virginia Municipal Airport,Eveleth,US
KEVV,EVV,Evansville Regional Airport,Evansville,US
KEVW,EVW,Evanston-Uinta County Airport-Burns Field,Evanston,US
KEWB,EWB,New Bedford Regional Airport,New Bedford,US
KEWK,EWK,Newton City-County Airport,Newton,US
KEWN,EWN,Coastal Carolina Regional Airport,New Bern,US
KEWR,EWR,Newark Liberty International Airport,Newark,US
KEYW,EYW,Key West International Airport,Key West,US
KRCE,,Clarence E Page Municipal Airport,Oklahoma City,US
KFAF,FAF,Felker Army Air Field,Newport News (Fort Eustis),US
KFAM,FAM,Farmington Regional Airport,Farmington,US
KFAR,FAR,Hector International Airport,Fargo,US
KFAT,FAT,Fresno Yosemite International Airport,Fresno,US
KFAY,FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US
KFBG,FBG,Simmons Army Air Field,Fort Bragg,US
KFBL,FBL,Faribault Municipal Airport-Liz Wall Strohfus Field,Faribault,US
KFBR,FBR,Fort Bridger Airport,Fort Bridger,US
KFBY,FBY,Fairbury Municipal Airport,Fairbury,US
KFCH,FCH,Fresno Chandler Executive Airport,Fresno,US
KFCI,,Richmond Executive-Chesterfield County Airport,North Chesterfield,US
KFCM,FCM,Flying Cloud Airport,Minneapolis,US
KFCS,FCS,Butts AAF (Fort Carson) Air Field,Fort Carson,US
KFCY,FCY,Forrest City Municipal Airport,Forrest City,US
KFDK,FDK,Frederick Municipal Airport,Frederick,US
KFDR,FDR,Frederick Regional Airport,Frederick,US
KFDY,FDY,Findlay Airport,Findlay,US
KFEP,FEP,Albertus Airport,Freeport,US
KFET,FET,Fremont Municipal Airport,Fremont,US
KFFA,FFA,First Flight Airport,Kill Devil Hills,US
KFFL,FFL,Fairfield Municipal Airport,Fairfield,US
KFFM,FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,Fergus Falls,US
KFFO,FFO,Wright-Patterson Air Force Base,Dayton,US
KFFT,FFT,Capital City Airport,Frankfort,US
KFFZ,MSC,Falcon Field,Mesa,US
KFHR,FRD,Friday Harbor Airport,Friday Harbor,US
KFHU,FHU,Sierra Vista Municipal Airport / Libby Army Air Field,Fort Huachuca / Sierra Vista,US
KFKL,FKL,Venango Regional Airport,Franklin,US
KFKN,FKN,Franklin Regional Airport,Franklin,US
KFLD,FLD,Fond du Lac County Airport,Fond du Lac,US
KFLG,FLG,Flagstaff Pulliam Airport,Flagstaff,US
KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US
KFLO,FLO,Florence Regional Airport,Florence,US
KFLP,FLP,Marion County Regional Airport,Flippin,US
KFLV,FLV,Sherman Army Air Field,Fort Leavenworth,US
KFLX,FLX,Fallon Municipal Airport,Fallon,US
KFME,FME,Fort Meade Executive Airport,Fort Meade(Odenton),US
KFMH,FMH,Cape Cod Coast Guard Air Station,Falmouth,US
KFMN,FMN,Four Corners Regional Airport,Farmington,US
KFMY,FMY,Page Field,Fort Myers,US
KFNL,FNL,Northern Colorado Regional Airport,Loveland,US
KFNT,FNT,Bishop International Airport,Flint,US
KFOD,FOD,Fort Dodge Regional Airport,Fort Dodge,US
KFOE,FOE,Topeka Regional Airport,Topeka,US
KFOK,FOK,Francis S Gabreski Airport,Westhampton Beach,US
KFOM,FIL,Fillmore Municipal Airport,Fillmore,US
KFPR,FPR,Treasure Coast International Airport,Fort Pierce,US
KFRG,FRG,Republic Airport,East Farmingdale,US
KFRH,FRH,French Lick Municipal Airport,French Lick,US
KFRI,FRI,Marshall Army Air Field,Fort Riley (Junction City),US
KFRM,FRM,Fairmont Municipal Airport,Fairmont,US
KFRR,FRR,Front Royal Warren County Airport,Front Royal,US
KFSD,FSD,Sioux Falls Regional Airport,Sioux Falls,US
KFSI,FSI,Henry Post Army Air Field,Fort Sill,US
KFSK,FSK,Fort Scott Municipal Airport,Fort Scott,US
KFSM,FSM,Fort Smith Regional Airport,Fort Smith,US
KFST,FST,Fort Stockton Pecos County Airport,Fort Stockton,US
KFSU,FSU,Fort Sumner Municipal Airport,Fort Sumner,US
KFSW,FMS,Fort Madison Municipal Airport,Fort Madison,US
KCFO,,Colorado Air and Space Port,Denver,US
KFTK,FTK,Godman Army Air Field,Fort Knox,US
KFTW,FTW,Fort Worth Meacham International Airport,Fort Worth,US
KFTY,FTY,Fulton County Airport Brown Field,Atlanta,US
KFUL,FUL,Fullerton Municipal Airport,Fullerton,US
KFVE,WFK,Northern Aroostook Regional Airport,Frenchville,US
KFWA,FWA,Fort Wayne International Airport,Fort Wayne,US
KFXE,FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US
KFXY,FXY,Forest City Municipal Airport,Forest City,US
KFYM,FYM,Fayetteville Municipal Airport,Fayetteville,US
KFYV,FYV,Drake Field,Fayetteville,US
UCFD,,Jalal-Abad Airport,Jalal-Abad,KG
UCFN,,Naryn Airport,Naryn,KG
UAFT,,Talas Airport,Talas,KG
UAFA,,Tamga Airport,Tamga,KG
UAFF,,Tokmok Airport,Tokmok,KG
UAFE,,Kerben Airport,Kerben,KG
UAFS,,Kyzyl-Kiya Airport,Kyzyl-Kiya,KG
KGAB,GAB,Gabbs Airport,Gabbs,US
KGAD,GAD,Northeast Alabama Regional Airport,Gadsden,US
KGAG,GAG,Gage Heibeck Airport,Gage,US
KGAI,GAI,Montgomery County Airpark,Gaithersburg,US
KGBD,GBD,Great Bend Municipal Airport,Great Bend,US
KGBG,GBG,Galesburg Municipal Airport,Galesburg,US
KGBR,GBR,Walter J. Koladza Airport,Great Barrington,US
KGCC,GCC,Northeast Wyoming Regional Airport,Gillette,US
KGCD,JDA,Grant County Regional Airport / Ogilvie Field,John Day,US
KGCK,GCK,Garden City Regional Airport,Garden City,US
KGCN,GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US
KGCY,GCY,Greeneville Municipal Airport,Greeneville,US
KGDM,GDM,Gardner Municipal Airport,Gardner,US
KGDV,GDV,Dawson Community Airport,Glendive,US
KGDW,GDW,Gladwin Zettel Memorial Airport,Gladwin,US
KGED,GED,Delaware Coastal Airport,Georgetown,US
KGEG,GEG,Spokane International Airport,Spokane,US
KGEY,GEY,South Big Horn County Airport,Greybull,US
KGFD,GFD,Pope Field,Greenfield,US
KGFK,GFK,Grand Forks International Airport,Grand Forks,US
KGFL,GFL,Floyd Bennett Memorial Airport,Glens Falls,US
KGGE,GGE,Georgetown County Airport,Georgetown,US
KGGG,GGG,East Texas Regional Airport,Longview,US
KGGW,GGW,Glasgow Valley County Airport Wokal Field,Glasgow,US
KGHM,GHM,Centerville Municipal Airport,Centerville,US
KGIC,IDH,Idaho County Airport,Grangeville,US
KGIF,GIF,Winter Haven Regional Airport - Gilbert Field,Winter Haven,US
KGJT,GJT,Grand Junction Regional Airport,Grand Junction,US
KGKJ,MEJ,Port Meadville Airport,Meadville,US
KGKT,GKT,Gatlinburg-Pigeon Forge Airport,Sevierville,US
KGLD,GLD,Goodland Municipal Airport,Goodland,US
KGLE,GLE,Gainesville Municipal Airport,Gainesville,US
KGLH,GLH,Mid Delta Regional Airport,Greenville,US
KGLR,GLR,Gaylord Regional Airport,Gaylord,US
KGLS,GLS,Scholes International At Galveston Airport,Galveston,US
KGLW,GLW,Glasgow Municipal Airport,Glasgow,US
KGMU,GMU,Greenville Downtown Airport,Greenville,US
KGNG,GNG,Gooding Municipal Airport,Gooding,US
KGNT,GNT,Grants-Milan Municipal Airport,Grants,US
KGNV,GNV,Gainesville Regional Airport,Gainesville,US
KGOK,GOK,Guthrie-Edmond Regional Airport,Guthrie,US
KGON,GON,Groton New London Airport,Groton,US
KGPI,FCA,Glacier Park International Airport,Kalispell,US
KGPT,GPT,Gulfport Biloxi International Airport,Gulfport,US
KGPZ,GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids,US
KGQQ,GQQ,Galion Municipal Airport,Galion,US
KGRB,GRB,Austin Straubel International Airport,Green Bay,US
KGRD,GRD,Greenwood County Airport,Greenwood,US
